|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|2010|,|1115575|,|C00474536|,|Burnett, David Wayne|,|Burnett, David|,|Cary|,|NC|,|27511|,|self|,|Z1100|,01/11/2010,42.0,|N00031627|,|R|,|H0NC04154|,|RL|,|Z1100|,|N|,|Q1 |,|P|,|10990444441|,|16C|,|Z1100|,|PAC  |
|2010|,|1032829|,|C00474577|,|FLORINE, DAGNE|,|FLORINE, DAGNE|,|SAN ANTONIO|,|TX|,|     |,||,,01/04/2010,400.0,|N00031667|,|R|,||,|RL|,|Z1100|,|N|,|12P|,|P|,|10990319829|,|16G|,|     |,|     |
|2010|,|1874626|,|C00474171|,|DiCarlo, Neil|,|DI CARLO, NEIL ANTHONY|,|BREWSTER|,|NY|,|10509|,||,|Z1100|,07/30/2010,112.0,|N00031639|,|R|,|H0NY19154|,|RL|,|Z1100|,|N|,|12P|,|P|,|10931233461|,|16C|,|Z1100|,|PAC  |
|2010|,|1840059|,|C00010603|,|DNC Services Corp|,|MARYLAND DEMOCRATIC PARTY|,|ANNAPOLIS|,|MD|,|21401|,||,|Z5200|,07/28/2010,5000.0,|C00141812|,|D|,|C00141812|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168184|,|24G|,|Z5200|,|PAC  |
|2010|,|1840084|,|C00010603|,|DNC Services Corp|,|WASHINGTON DEMOCRATIC PARTY|,|SEATTLE|,|WA|,|98194|,||,|Z5200|,07/28/2010,5000.0,|C00114439|,|D|,|C00114439|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168192|,|24G|,|Z5200|,|PAC  |
|2010|,|1840085|,|C00010603|,|DNC Services Corp|,|WISCONSIN DEMOCRATIC PARTY|,|MADISON|,|WI|,|53703|,||,|Z5200|,07/28/2010,5000.0,|C00019331|,|D|,|C00019331|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168192|,|24G|,|Z5200|,|PAC  |
|2010|,|0329702|,|C00010603|,|DNC Services Corp|,|ARIZONA DEMOCRATIC PARTY|,|PHOENIX|,|AZ|,|85012|,||,|Z5200|,06/30/2009,3220.0,|C00166710|,|D|,|C00166710|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315444|,|24G|,|Z5200|,|PAC  |
|2010|,|0329715|,|C00010603|,|DNC Services Corp|,|KANSAS DEMOCRATIC PARTY|,|TOPEKA|,|KS|,|66603|,||,|Z5200|,06/30/2009,2545.0,|C00019380|,|D|,|C00019380|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315449|,|24G|,|Z5200|,|PAC  |
|2010|,|0329716|,|C00010603|,|DNC Services Corp|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40601|,||,|Z5200|,06/30/2009,2026.0,|C00011197|,|D|,|C00011197|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315449|,|24G|,|Z5200|,|PAC  |
|2010|,|0329720|,|C00010603|,|DNC Services Corp|,|MASSACHUSETTS DEMOCRATIC|,|BOSTON|,|MA|,|02129|,||,|Z5200|,06/30/2009,1506.0,|C00089243|,|D|,|C00089243|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315451|,|24G|,|Z5200|,|PAC  |
|2010|,|0329723|,|C00010603|,|DNC Services Corp|,|MISSISSIPPI DEMOCRATIC PARTY|,|JACKSON|,|MS|,|39202|,||,|Z5200|,06/30/2009,2545.0,|C00149641|,|D|,|C00149641|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315452|,|24G|,|Z5200|,|PAC  |
|2010|,|2483484|,|C00010603|,|DNC Services Corp|,|VIRGINIA DEMOCRATIC PARTY|,|RICHMOND|,|VA|,|23229|,||,|Z5200|,11/02/2010,2350.0,|C00155952|,|D|,|C00155952|,|DP|,|Z5200|,|N|,|30G|,|P|,|10992416113|,|24G|,|Z5200|,|PAC  |
|2010|,|1499388|,|C00010603|,|DNC Services Corp|,|PENNSYLVANIA DEMOCRATIC PARTY|,|HARRISBURG|,|PA|,|17101|,||,|Z5200|,05/13/2010,75000.0,|C00167130|,|D|,|C00167130|,|DP|,|Z5200|,|N|,|M6 |,|P|,|10990798312|,|24G|,|Z5200|,|PAC  |
|2010|,|1606762|,|C00010603|,|DNC Services Corp|,|KENTUCKY DEMOCRATIC PARTY|,|FRANKFORT|,|KY|,|40602|,||,|Z5200|,06/02/2010,4739.0,|C00011197|,|D|,|C00011197|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008234|,|24G|,|Z5200|,|PAC  |
|2010|,|1606769|,|C00010603|,|DNC Services Corp|,|MISSISSIPPI DEMOCRATIC PARTY|,|JACKSON|,|MS|,|39202|,||,|Z5200|,06/02/2010,5000.0,|C00149641|,|D|,|C00149641|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008236|,|24G|,|Z5200|,|PAC  |
|2010|,|1606771|,|C00010603|,|DNC Services Corp|,|MONTANA DEMOCRATIC PARTY|,|HELENA|,|MT|,|59601|,||,|Z5200|,06/02/2010,5000.0,|C00010033|,|D|,|C00010033|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008237|,|24G|,|Z5200|,|PAC  |
|2010|,|1606773|,|C00010603|,|DNC Services Corp|,|NEBRASKA DEMOCRATIC PARTY|,|LINCOLN|,|NE|,|68508|,||,|Z5200|,06/02/2010,5000.0,|C00003988|,|D|,|C00003988|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008238|,|24G|,|Z5200|,|PAC  |
|2010|,|1606786|,|C00010603|,|DNC Services Corp|,|TENNESSEE DEMOCRATIC PARTY|,|NASHVILLE|,|TN|,|37203|,||,|Z5200|,06/02/2010,5000.0,|C00167346|,|D|,|C00167346|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008242|,|24G|,|Z5200|,|PAC  |
|2010|,|1606788|,|C00010603|,|DNC Services Corp|,|UTAH DEMOCRATIC PARTY|,|SALT LAKE CITY|,|UT|,|84111|,||,|Z5200|,06/02/2010,4300.0,|C00105973|,|D|,|C00105973|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008243|,|24G|,|Z5200|,|PAC  |
|2010|,|1606800|,|C00010603|,|DNC Services Corp|,|ARKANSAS DEMOCRATIC PARTY|,|LITTLE ROCK|,|AR|,|72201|,||,|Z5200|,06/09/2010,3220.0,|C00024372|,|D|,|C00024372|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008247|,|24G|,|Z5200|,|PAC  |
|2010|,|1606802|,|C00010603|,|DNC Services Corp|,|CONNECTICUT DEMOCRATIC PARTY|,|HARTFORD|,|CT|,|06103|,||,|Z5200|,06/09/2010,3220.0,|C00167320|,|D|,|C00167320|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008248|,|24G|,|Z5200|,|PAC  |
|2010|,|1031999|,|C00473710|,|Puente-Bradshaw, Jessica|,|Puente-Bradshaw, Jessica|,|Austin|,|TX|,|78732|,|Self|,|Z1100|,02/03/2010,2500.0,|N00031552|,|R|,|H0TX27053|,|RL|,|Z1100|,|N|,|12P|,|P|,|10930333709|,|16C|,|Z1100|,|PAC  |
|2010|,|1115307|,|C00473710|,|Puente-Bradshaw, Jessica|,|Puente-Bradshaw, Jessica|,|Austin|,|TX|,|78732|,|Self|,|Z1100|,03/02/2010,2724.0,|N00031552|,|R|,|H0TX27053|,|RL|,|Z1100|,|N|,|Q1 |,|P|,|10990442947|,|16C|,|Z1100|,|PAC  |
|2010|,|1606807|,|C00010603|,|DNC Services Corp|,|HAWAII DEMOCRATIC PARTY|,|HONOLULU|,|HI|,|96813|,||,|Z5200|,06/09/2010,2026.0,|C00212787|,|D|,|C00212787|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008249|,|24G|,|Z5200|,|PAC  |
|2010|,|1606819|,|C00010603|,|DNC Services Corp|,|MISSISSIPPI DEMOCRATIC PARTY|,|JACKSON|,|MS|,|39202|,||,|Z5200|,06/09/2010,2545.0,|C00149641|,|D|,|C00149641|,|DP|,|Z5200|,|N|,|M7 |,|P|,|10991008253|,|24G|,|Z5200|,|PAC  |
|2010|,|2218300|,|C00473736|,|Elect Blake Farenthold Cmte|,|Farenthold, Randolph Blake|,|Corpus Christi|,|TX|,|78412|,||,|Z1100|,09/22/2010,2400.0,|N00031672|,|R|,|H0TX27061|,|RW|,|Z1100|,|N|,|Q3 |,|G|,|10931459371|,|20C|,|Z1100|,|PAC  |
|2010|,|2803696|,|C00473736|,|Farenthold, Blake|,|Farenthold, Randolph Blake|,|Corpus Christi|,|TX|,|78412|,|Farenthold Consulting LLC|,|Z1100|,10/22/2010,9812.0,|N00031672|,|R|,|H0TX27061|,|RW|,|Z1100|,|A|,|30G|,|G|,|11930228005|,|16C|,|Z1100|,|PAC  |
|2010|,|1655098|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,05/27/2010,200000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|N|,|Q2 |,|P|,|10990914116|,|16C|,|Z1100|,|PAC  |
|2010|,|1743927|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,07/02/2010,200000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|N|,|12P|,|P|,|10991026139|,|16C|,|Z1100|,|PAC  |
|2010|,|1743928|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,07/06/2010,500000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|N|,|12P|,|P|,|10991026139|,|16C|,|Z1100|,|PAC  |
|2010|,|1581000|,|C00474379|,|Louisiana Florida Victory Fund|,|KENDRICK MEEK FOR FLORIDA|,|MIAMI|,|FL|,|33169|,||,|Z4200|,05/20/2010,4600.0,|N00025692|,|D|,|C00458646|,|DL|,|Z1200|,|N|,|Q2 |,|P|,|10020423178|,|24G|,|Z4200|,|PAC  |
|2010|,|2217855|,|C00474403|,|Witte, W Stovall Jr|,|Witte, Stovall|,|Hanahan|,|SC|,|29410|,||,|Z1100|,07/06/2010,2000.0,|N00031651|,|R|,|H0SC01246|,|RL|,|Z1100|,|N|,|Q3 |,|P|,|10991312042|,|16C|,|Z1100|,|PAC  |
|2010|,|1109899|,|C00474460|,|Wasserman, Paul Stuart|,|Wasserman, Paul|,|Briarcliff Manor|,|NY|,|10510|,|candidate|,|Z1100|,01/31/2010,31000.0,|N00031637|,|R|,|H0NY18156|,|RN|,|Z1100|,|N|,|Q1 |,|P|,|10930475359|,|16C|,|Z1100|,|PAC  |
|2010|,|1997555|,|C00485862|,|Republican National Cmte|,|REPUBLICAN NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5100|,10/07/2010,13600.0,|C00485862|,|R|,|C00003418|,|RP|,|Z5100|,|N|,|12G|,|P|,|10931594391|,|18G|,|Z5100|,|PAC  |
|2010|,|2793337|,|C00485862|,|Hudson Valley Victory 2010|,|BusinessKeeping|,|Clifton Park|,|NY|,|12065|,||,|Z5100|,12/28/2010,45.0,|C00489369|,|R|,|C00489369|,|RP|,|Z5100|,|N|,|YE |,|P|,|11990179877|,|24Z|,|Z5100|,|PAC  |
|2010|,|2793338|,|C00485862|,|Hudson Valley Victory 2010|,|BusinessKeeping|,|Clifton Park|,|NY|,|12065|,||,|Z5100|,12/28/2010,90.0,|C00487694|,|R|,|C00487694|,|RP|,|Z5100|,|N|,|YE |,|P|,|11990179877|,|24Z|,|Z5100|,|PAC  |
|2010|,|0038977|,|C00011197|,|United Auto Workers|,|UAW V Cap|,|Indianapolis|,|IN|,|46241|,||,|LM150|,02/20/2009,5000.0,|C00011197|,|D|,|C00002840|,|DP|,|Z5200|,|N|,|M3 |,|P|,|29991783786|,|18K|,|LM150|,|PAC  |
|2010|,|0099495|,|C00011197|,|DNC Services Corp|,|Democratic National Committee|,|Washington|,|DC|,|20003|,||,|Z5200|,03/19/2009,2200.0,|C00011197|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M4 |,|P|,|29933580422|,|18G|,|Z5200|,|PAC  |
|2010|,|0193901|,|C00011197|,|DNC Services Corp|,|Democratic National Committee|,|Washington|,|DC|,|20003|,||,|Z5200|,04/19/2009,2026.0,|C00011197|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M5 |,|P|,|29992132804|,|18G|,|Z5200|,|PAC  |
|2010|,|0435741|,|C00011197|,|Democratic Senatorial Campaign Cmte|,|Democratic Senatorial Campaign Com|,|Washington|,|DC|,|20003|,||,|Z5200|,07/10/2009,40000.0,|C00011197|,|D|,|C00042366|,|DP|,|Z5200|,|N|,|M8 |,|P|,|29992630388|,|18G|,|Z5200|,|PAC  |
|2010|,|0588414|,|C00011197|,|Pfizer Inc|,|Pfizer Inc. PAC|,|Columbus|,|OH|,|43215|,||,|H4300|,09/09/2009,2500.0,|C00011197|,|D|,|C00016683|,|DP|,|Z5200|,|N|,|M10|,|P|,|29935349593|,|18K|,|H4300|,|PAC  |
|2010|,|0588417|,|C00011197|,|Conway for Senate|,|Conway for US Senate|,|Louisville|,|  |,|40206|,||,|Z1200|,09/04/2009,2500.0,|C00011197|,|D|,|C00460766|,|DP|,|Z5200|,|A|,|M10|,|P|,|29935349596|,|18K|,|Z1200|,|PAC  |
|2010|,|0756458|,|C00011197|,|Johnson & Johnson|,|Johnson & Johnson PAC|,|New Brunswick|,|NJ|,|08933|,||,|H4000|,11/13/2009,500.0,|C00011197|,|D|,|C00010983|,|DP|,|Z5200|,|N|,|M12|,|P|,|29935601908|,|18K|,|H4000|,|PAC  |
|2010|,|0756460|,|C00011197|,|DNC Services Corp|,|Democratic National Committee|,|Washington|,|DC|,|20003|,||,|Z5200|,11/09/2009,4739.0,|C00011197|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M12|,|P|,|29935601909|,|18G|,|Z5200|,|PAC  |
|2010|,|0836112|,|C00011197|,|DNC Services Corp|,|Democratic National Committee|,|Washington|,|DC|,|20003|,||,|Z5200|,12/08/2009,2026.0,|C00011197|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|YE |,|P|,|10930289917|,|18G|,|Z5200|,|PAC  |
|2010|,|0002860|,|C00010033|,|Burlington Northern Santa Fe Corp|,|BNSF RAILPAC|,|Fort Worth|,|TX|,|76161|,||,|T5100|,01/22/2009,500.0,|C00010033|,|D|,|C00235739|,|DP|,|Z5200|,|N|,|M2 |,|P|,|29991044945|,|18K|,|T5100|,|PAC  |
|2010|,|0034331|,|C00010033|,|Montana ACRE|,|Montana ACRE|,|Great Falls|,|MT|,|59404|,||,|E1610|,02/11/2009,1000.0,|C00010033|,|D|,|C00139360|,|DP|,|Z5200|,|N|,|M3 |,|P|,|29991778681|,|18K|,|E1610|,|PAC  |
|2010|,|0099612|,|C00010033|,|United Transportation Union|,|United Transportation Union PAC|,|Cleveland|,|OH|,|44107|,||,|LT000|,03/20/2009,1000.0,|C00010033|,|D|,|C00001636|,|DP|,|Z5200|,|N|,|M4 |,|P|,|29933580981|,|18K|,|LT000|,|PAC  |
|2010|,|0580850|,|C00010033|,|DNC Services Corp|,|DNC State Party Victory Fund|,|Washington|,|DC|,|20003|,||,|Z5200|,09/03/2009,5000.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M10|,|G|,|29993260397|,|18G|,|Z5200|,|PAC  |
|2010|,|0580852|,|C00010033|,|DNC Services Corp|,|DNC State Party Victory Fund|,|Washington|,|DC|,|20003|,||,|Z5200|,09/03/2009,4971.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M10|,|G|,|29993260397|,|18G|,|Z5200|,|PAC  |
|2010|,|0703021|,|C00010033|,|Brotherhood of Locomotive Engineers|,|Brotherhood of Locomotive Engineer|,|CLEVELAND|,|OH|,|44113|,||,|LT400|,10/07/2009,500.0,|C00010033|,|D|,|C00099234|,|DP|,|Z5200|,|N|,|M11|,|P|,|29935497579|,|18K|,|LT400|,|PAC  |
|2010|,|0960702|,|C00010033|,|DNC Services Corp|,|DNC State Party Victory Fund|,|Washington|,|DC|,|20003|,||,|Z5200|,01/13/2010,8861.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M2 |,|P|,|10990327014|,|18G|,|Z5200|,|PAC  |
|2010|,|1078804|,|C00010033|,|Altria Group|,|Altria Group Inc., Political Actio|,|Washington|,|DC|,|20001|,||,|A1300|,02/10/2010,1000.0,|C00010033|,|D|,|C00089136|,|DP|,|Z5200|,|N|,|M3 |,|P|,|10990399255|,|18K|,|A1300|,|PAC  |
|2010|,|1173256|,|C00010033|,|Burlington Northern Santa Fe Corp|,|BNSF RAILPAC|,|Fort Worth|,|TX|,|76161|,||,|T5100|,03/25/2010,500.0,|C00010033|,|D|,|C00235739|,|DP|,|Z5200|,|N|,|M4 |,|P|,|10930639617|,|18K|,|T5100|,|PAC  |
|2010|,|1173258|,|C00010033|,|DNC Services Corp|,|DEMOCRATIC NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5200|,03/24/2010,5000.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M4 |,|P|,|10930639619|,|18G|,|Z5200|,|PAC  |
|2010|,|2441337|,|C00015933|,|Pinnacle West Capital|,|FREEDOM PROJECT; THE|,|Washington|,|DC|,|20003|,||,|E1600|,09/23/2010,2500.0,|C00305805|,|R|,|C00305805|,|PI|,|J2200|,|N|,|M10|,|P|,|10991700059|,|24K|,|E1600|,|PAC  |
|2010|,|0463963|,|C00016386|,|Flowers Foods|,|FLOWERS INDUSTRIES INC POLITICAL A|,|THOMASVILLE|,|GA|,|31757|,||,|G2100|,03/20/2009,5000.0,|C00016386|,,|C00033555|,|PB|,|G2100|,|N|,|MY |,|P|,|29934378125|,|18K|,|G2100|,|PAC  |
|2010|,|2038078|,|C00010603|,|DNC Services Corp|,|FLORIDA DEMOCRATIC PARTY|,|TALLAHASSEE|,|FL|,|32301|,||,|Z5200|,09/01/2010,4924.0,|C00005561|,|D|,|C00005561|,|DP|,|Z5200|,|A|,|M10|,|P|,|10931661311|,|24G|,|Z5200|,|PAC  |
|2010|,|2038084|,|C00010603|,|DNC Services Corp|,|KANSAS DEMOCRATIC PARTY|,|TOPEKA|,|KS|,|66601|,||,|Z5200|,09/01/2010,5000.0,|C00019380|,|D|,|C00019380|,|DP|,|Z5200|,|A|,|M10|,|P|,|10931661313|,|24G|,|Z5200|,|PAC  |
|2010|,|1835484|,|C00485987|,|Republican National Cmte|,|REPUBLICAN NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5100|,07/30/2010,3000.0,|C00485987|,|R|,|C00003418|,|RP|,|Z5100|,|N|,|M8 |,|P|,|10931138645|,|18G|,|Z5100|,|PAC  |
|2010|,|1866660|,|C00485987|,|Republican National Cmte|,|REPUBLICAN NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5100|,08/13/2010,5000.0,|C00485987|,|R|,|C00003418|,|RP|,|Z5100|,|N|,|12P|,|P|,|10931220735|,|18G|,|Z5100|,|PAC  |
|2010|,|1922608|,|C00010603|,|DNC Services Corp|,|MINNESOTA DEMOCRATIC|,|ST. PAUL|,|MN|,|55101|,||,|Z5200|,08/09/2010,3220.0,|C00025254|,|D|,|C00025254|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329656|,|24G|,|Z5200|,|PAC  |
|2010|,|1922620|,|C00010603|,|DNC Services Corp|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/09/2010,2545.0,|C00016899|,|D|,|C00016899|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329660|,|24G|,|Z5200|,|PAC  |
|2010|,|2221650|,|C00486043|,|Deloitte & Touche|,|DELOITTE FEDERAL POLITICAL ACTION|,|Washington|,|DC|,|20044|,||,|F5100|,08/30/2010,5000.0,|C00486043|,|R|,|C00211318|,|PI|,|J2200|,|N|,|Q3 |,|P|,|10991364992|,|18K|,|F5100|,|PAC  |
|2010|,|2517080|,|C00486043|,|Liberty Mutual Insurance|,|LIBERTY MUTUAL INSURANCE COMPANY -|,|Boston|,|MA|,|02117|,||,|F3400|,10/07/2010,3000.0,|C00486043|,|R|,|C00171843|,|PI|,|J2200|,|N|,|12G|,|P|,|10931703700|,|18K|,|F3400|,|PAC  |
|2010|,|2669399|,|C00486043|,|Bank of America|,|BANK OF AMERICA CORPORATION STATE|,|Wilmington|,|DE|,|19884|,||,|F1100|,10/22/2010,2500.0,|C00486043|,|R|,|C00043489|,|PI|,|J2200|,|N|,|30G|,|P|,|10992302955|,|18K|,|F1100|,|PAC  |
|2010|,|2669407|,|C00486043|,|Reinsurance Assn of America|,|REINSURANCE ASSOCIATION OF AMERICA|,|WASHINGTON|,|DC|,|20004|,||,|F3100|,11/01/2010,2500.0,|C00486043|,|R|,|C00256453|,|PI|,|J2200|,|N|,|30G|,|P|,|10992302957|,|18K|,|F3100|,|PAC  |
|2010|,|2782720|,|C00486043|,|Assurant Inc|,|ASSURANT INC. POLITICAL ACTION COM|,|MILWAUKEE|,|WI|,|53203|,||,|F3400|,12/04/2010,2000.0,|C00486043|,|R|,|C00185694|,|PI|,|J2200|,|N|,|YE |,|P|,|11930249734|,|18K|,|F3400|,|PAC  |
|2010|,|2782723|,|C00486043|,|Genworth Financial|,|GENWORTH FINANCIAL INC POLITICAL A|,|RICHMOND|,|VA|,|23230|,||,|F3000|,12/23/2010,2500.0,|C00486043|,|R|,|C00404194|,|PI|,|J2200|,|N|,|YE |,|P|,|11930249735|,|18K|,|F3000|,|PAC  |
|2010|,|2129215|,|C00486100|,|DTE Energy|,|DTE ENERGY CO. PAC - FEDERAL|,|DETROIT|,|MI|,|48226|,||,|E1620|,09/21/2010,1500.0,|C00486100|,|R|,|C00081547|,|RP|,|Z4100|,|N|,|Q3 |,|P|,|10020730922|,|18K|,|E1620|,|PAC  |
|2010|,|2129218|,|C00486100|,|National Stone, Sand & Gravel Assn|,|NATIONAL STONE, SAND & GRAVEL ASSO|,|ALEXANDRIA|,|VA|,|22314|,||,|B5100|,09/22/2010,2500.0,|C00486100|,|R|,|C00089458|,|RP|,|Z4100|,|N|,|Q3 |,|P|,|10020730923|,|18K|,|B5100|,|PAC  |
|2010|,|2129222|,|C00486100|,|Paul Victory Cmte|,|RAND PAUL FOR US SENATE|,|BOWLING GREEN|,|KY|,|42104|,||,|Z4100|,09/29/2010,13350.0,|N00030836|,|R|,|C00462069|,|RW|,|Z1100|,|N|,|Q3 |,|G|,|10020730926|,|24G|,|Z4100|,|PAC  |
|2010|,|2401346|,|C00486100|,|Blank Rome LLP|,|BLANK ROME PAC|,|WASHINGTON|,|DC|,|20037|,||,|K1200|,10/07/2010,1000.0,|C00486100|,|R|,|C00150797|,|RP|,|Z4100|,|N|,|12G|,|P|,|10020941159|,|18K|,|K1200|,|PAC  |
|2010|,|2401349|,|C00486100|,|Doctors' Co|,|DOCTORS' COMPANY FEDERAL PAC (DOCP|,|NAPA|,|CA|,|94558|,||,|F3100|,10/04/2010,5000.0,|C00486100|,|R|,|C00300376|,|RP|,|Z4100|,|N|,|12G|,|P|,|10020941160|,|18K|,|F3100|,|PAC  |
|2010|,|2401352|,|C00486100|,|Chromalloy Gas Turbine|,|SEQUA CORP/CHROMALLOY GAS TURBINE|,|ORANGEBURG|,|NY|,|10962|,||,|T1300|,10/04/2010,1000.0,|C00486100|,|R|,|C00235911|,|RP|,|Z4100|,|N|,|12G|,|P|,|10020941161|,|18K|,|T1300|,|PAC  |
|2010|,|2575113|,|C00486100|,|Paul Victory Cmte|,|RAND PAUL FOR US SENATE|,|BOWLING GREEN|,|KY|,|42104|,||,|Z4100|,10/22/2010,32506.0,|N00030836|,|R|,|C00462069|,|RW|,|Z1100|,|N|,|TER|,|G|,|10021041556|,|24G|,|Z4100|,|PAC  |
|2010|,|1640136|,|C00476465|,|Maddox, Kurt E|,|Maddox, Kurt Mr.|,|Gravette|,|AR|,|72736|,|MDX Group, Inc|,|Z1100|,04/29/2010,55000.0,|N00031856|,|R|,|H0AR03048|,|RL|,|Z1100|,|N|,|Q2 |,|P|,|10990923323|,|16C|,|Z1100|,|PAC  |
|2010|,|1873082|,|C00476564|,|Cicilline Cmte|,|Rhode Island Democratic Party|,|Pawtucket|,|RI|,|02860|,||,|Z1200|,07/23/2010,1000.0,|C00136200|,|D|,|C00136200|,|DP|,|Z5200|,|N|,|12P|,|P|,|10931230394|,|24K|,|Z1200|,|PAC  |
|2010|,|2581462|,|C00476564|,|Poker Players Alliance|,|POKER PLAYERS ALLIANCE POLITICAL A|,|Washington|,|DC|,|20005|,||,|G6500|,11/02/2010,1500.0,|N00032019|,|D|,|C00448688|,|DW|,|Z1200|,|N|,|30G|,|G|,|10931933948|,|18J|,|G6500|,|PAC  |
|2010|,|1116059|,|C00476606|,|McCarthy, Rob|,|McCarthy, Robert J. Mr. Jr.|,|Saugus|,|MA|,|01906|,|Self employed|,|Z1100|,02/17/2010,10.0,|N00031932|,|R|,|H0MA06080|,|RL|,|Z1100|,|N|,|Q1 |,|P|,|10930488045|,|16C|,|Z1100|,|PAC  |
|2010|,|2221495|,|C00476630|,|Illinois Senate 2010|,|Democratic Party of Illinois|,|Springfield|,|IL|,|62705|,||,|Z4200|,09/30/2010,13000.0,|C00167015|,|D|,|C00167015|,|DP|,|Z5200|,|N|,|Q3 |,|P|,|10991355754|,|24G|,|Z4200|,|PAC  |
|2010|,|2673804|,|C00476630|,|Illinois Senate 2010|,|Alexi for Illinois|,|Chicago|,|IL|,|60690|,||,|Z4200|,10/26/2010,20000.0,|N00030613|,|D|,|C00459586|,|DL|,|Z1200|,|N|,|30G|,|P|,|10931903019|,|24G|,|Z4200|,|PAC  |
|2010|,|0717534|,|C00010603|,|DNC Services Corp|,|DEMOCRATIC PARTY OF NEW MEXICO|,|ALBUQUERQUE|,|NM|,|87110|,||,|Z5200|,10/30/2009,5000.0,|C00161810|,|D|,|C00161810|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514996|,|24G|,|Z5200|,|PAC  |
|2010|,|0717550|,|C00010603|,|DNC Services Corp|,|WYOMING DEMOCRATIC STATE PARTY|,|CASPER|,|WY|,|82601|,||,|Z5200|,10/30/2009,5000.0,|C00001917|,|D|,|C00001917|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935515001|,|24G|,|Z5200|,|PAC  |
|2010|,|1226783|,|C00476648|,|Friends of DeMint & Rubio|,|MARCO RUBIO FOR US SENATE|,|CORAL GABLES|,|FL|,|33146|,||,|Z4100|,03/31/2010,16400.0,|N00030612|,|R|,|C00458844|,|RW|,|Z1100|,|N|,|Q1 |,|P|,|10020223359|,|24G|,|Z4100|,|PAC  |
|2010|,|1732728|,|C00476648|,|Friends of DeMint & Rubio|,|DEMINT FOR SENATE COMMITTEE INC|,|COLUMBIA|,|SC|,|29211|,||,|Z4100|,06/29/2010,204.0,|N00002472|,|R|,|C00384636|,|RW|,|Z1100|,|N|,|TER|,|P|,|10020454167|,|24G|,|Z4100|,|PAC  |
|2010|,|1130447|,|C00476705|,|Harper, David A|,|Committee to Elect David Harper|,|Saratoga Springs|,|NY|,|12866|,||,|Z1100|,02/19/2010,50000.0,|N00031997|,|R|,|H0NY20087|,|RN|,|Z1100|,|T|,|TER|,|G|,|10990538200|,|16C|,|Z1100|,|PAC  |
